2016 Federal Election Senate Candidates,,,
NSW,Katter's Australian Party,BELCASTRO,Anthony Geno
NSW,Independent,GRZIC,Warren
NSW,Voluntary Euthanasia Party,HIGSON,Shayne
NSW,Secular Party of Australia,ELLIS,Dee
NSW,Christian Democratic Party (Fred Nile Group),EL-DAGHL,Lena
NSW,Pirate Party Australia,KEARNS,Sam
NSW,The Greens,OAKLEY,Jane
NSW,Katter's Australian Party,HARRIS,Tom
NSW,Labor,McALLISTER,Jenny
NSW,Non-Custodial Parents Party (Equal Parenting),GREENING,Eric
NSW,Australian Liberty Alliance,ANDERSON,Gary
NSW,Seniors United Party of Australia,KOLIADIS,Kerry
NSW,Christian Democratic Party (Fred Nile Group),PHILLIPS,Andrew
NSW,Democratic Labour Party (DLP),McCORMACK,Paul
NSW,The Greens,GOODLASS,Ray
NSW,Socialist Alliance,LEROY-DYER,Sharlene
NSW,Socialist Alliance,PRICE,Susan
NSW,Animal Justice Party,ELKINGTON,Gordon
NSW,Liberal,RICHARDS,Sarah
NSW,Australian Sex Party,FITZGERALD,Ross
NSW,Jacqui Lambie Network,THOMAS,Allan
NSW,The Greens,BRYANT,Gareth
NSW,Independent,CHAPMAN,Nick
NSW,Marijuana (HEMP) Party,OLBOURNE,Jason Mark
NSW,Independent,COOPER,John
NSW,Drug Law Reform,THORPE,Ray
NSW,Antipaedophile Party,CRUZE,Maree Ann
NSW,Marijuana (HEMP) Party,KATELARIS,Andrew John
NSW,Health Australia Party,PAFF,Leanne
NSW,The Greens,DONAYRE,Christine
NSW,Christian Democratic Party (Fred Nile Group),RAHME,Peter
NSW,Secular Party of Australia,BRYCE,Ian Robert
NSW,Drug Law Reform,DOWSON,Stacey
NSW,Independent,MUNDAY,Liam
NSW,Independent,WALLACE,Peter
NSW,,BENNETT,Colin
NSW,Labor,COSTELLO,Alexandra
NSW,The Nationals,LEVINY,Fiona
NSW,Family First,McCAFFREY,Simon
NSW,Liberal,OK,Sang
NSW,Independent,WRIGHT,James
NSW,Labor,RIZVI,Miriam
NSW,Liberal Democrats,KENNARD,Sam
NSW,CountryMinded,BUCKMAN,Christopher
NSW,Liberal,SINODINOS,Arthur
NSW,The Greens,PARKER,Kate
NSW,Independent,ASH,David
NSW,Christian Democratic Party (Fred Nile Group),VINCENT,Dave
NSW,The Arts Party,GLEDHILL,Nicholas
NSW,Labor,O'NEILL,Deborah
NSW,Pauline Hanson's One Nation,MACKIN,Dean
NSW,Christian Democratic Party (Fred Nile Group),PIPER,Tania Stephanie
NT,The Greens,CONNARD,Michael
NT,Australian Labor Party (Northern Territory) Branch,HONAN,Pat
NT,Independent,RYAN,Maurie Japarta
NT,Christian Democratic Party (Fred Nile Group),ORDISH,Carol
NT,Australian Sex Party,JONES,Timothy
NT,Online Direct Democracy - (Empowering the People!),MARSHALL,Tristan
NT,Citizens Electoral Council,CAMPBELL,Trudy
NT,Christian Democratic Party (Fred Nile Group),ORDISH,John
NT,The Greens,BANNISTER,Kathy
NT,Citizens Electoral Council,BARRY,Ian
NT,Independent,LEE,TS
NT,Country Liberals (NT),SCULLION,Nigel
NT,Antipaedophile Party,MacDONALD,Marney
NT,Independent,STRETTLES,Greg
NT,Rise Up Australia Party,GIMINI,Jimmy
NT,Country Liberals (NT),LILLIS,Jenni
NT,Australian Labor Party (Northern Territory) Branch,McCARTHY,Malarndirri
NT,Rise Up Australia Party,PILE,Jan
NT,Marijuana (HEMP) Party,KAVASILAS,Andrew
QLD,Australian Progressives,STEVENS,Ken
QLD,Veterans Party,DAVEY,Jeremy
QLD,Australian Labor Party,THOMPSON,Cheryl
QLD,Independent,REDDY,Shyamal
QLD,Mature Australia,CAMERON,Belinda
QLD,The Greens,BARTLETT,Andrew
QLD,Independent,BOYD,Julie
QLD,Australian Liberty Alliance,DOBSON,Chelle
QLD,Liberal National Party of Queensland,O'SULLIVAN,Barry
QLD,Renewable Energy Party,MOYLAN,James
QLD,Drug Law Reform,LYNCH,Deb
QLD,The Greens,QUIRK,Elena
QLD,Citizens Electoral Council,PUKALLUS,Jan
QLD,Nick Xenophon Team,GRANT,Suzanne
QLD,Independent,HANNA-McGUFFIE,Leeanne
QLD,Pauline Hanson's One Nation,HANSON,Pauline
QLD,Health Australia Party,GOLDEN,Sarinah
QLD,Socialist Equality Party,HEAD,Mike
QLD,The Arts Party,FAINGES,Neil
QLD,Australian Labor Party,WATT,Murray
QLD,Democratic Labour Party (DLP),MAJOOR,Lucius
QLD,Animal Justice Party,BEVAN,Paul
QLD,Liberal Democrats,ROOTH,John
QLD,Independent,MARRIAGE,Belinda
QLD,The Arts Party,JANKOWSKI,Frances
QLD,Renewable Energy Party,GUNDRUM,MaryBeth
QLD,Liberal National Party of Queensland,LINDGREN,Joanna
QLD,The Greens,KENNEDY,Kirsten
QLD,Jacqui Lambie Network,PECKETT,Crystal
QLD,The Greens,KLOOT,Johanna
QLD,Online Direct Democracy - (Empowering the People!),RADIC,Peter Joseph
QLD,Marriage Equality,SOUTHWARD,Marnie
QLD,Family First,HORAN,Kate
QLD,The Greens,NOBLE,Louise
QLD,Pauline Hanson's One Nation,ROBERTS,Malcolm
QLD,Pirate Party Australia,SELIC,Brandon
QLD,Democratic Labour Party (DLP),VINCENT,Sheila
QLD,Jacqui Lambie Network,SALTMARSH,Marcus
QLD,Australian Christians,BRICE,Malcolm
QLD,Palmer United Party,McDONALD,James
QLD,Glenn Lazarus Team,WALTERS,Kerrod
QLD,Animal Justice Party,WATSON,Zade
QLD,Independent,GIBSON,John
QLD,Independent,SAVAGE,Jim
QLD,Liberal National Party of Queensland,RENNICK,Gerard
QLD,Family First,McGARVIE,Rod
QLD,Australian Labor Party,CASEY,Jane
QLD,Family First,PELLOWE,David
QLD,Sustainable Australia,MORAN,Matt
QLD,Independent,McMAHON,Greg
QLD,The Greens,LEO,Janina
QLD,,RIVAS,Sal
QLD,Katter's Australian Party,MARRIOTT,Joy
QLD,Australian Christians,TAYLOR,Shea
QLD,Independent,BUNDY,David
QLD,Liberal National Party of Queensland,CANAVAN,Matthew
QLD,Independent,EUGARDE,Ian
QLD,The Greens,ANDERSON,Fiona
QLD,Australian Labor Party,CHISHOLM,Anthony
QLD,Family First,BAYNES,Sue
QLD,Derryn Hinch's Justice Party,HANBIDGE,Karin
QLD,CountryMinded,STIVANO,Sherrill
QLD,CountryMinded,MAILLER,Pete
QLD,Independent,ANDERSON,Marshal
QLD,Rise Up Australia Party,TAYLOR,Paul
QLD,Socialist Equality Party,COOKE,Erin
QLD,Citizens Electoral Council,HARDING,Stephen
QLD,Rise Up Australia Party,MOONEY,Neroli
QLD,Veterans Party,HODKINSON,Darryl
QLD,The Greens,WATERS,Larissa
QLD,VOTEFLUX.ORG | Upgrade Democracy!,FLOWERS,Reece
QLD,Liberal National Party of Queensland,MACDONALD,Ian
QLD,Online Direct Democracy - (Empowering the People!),MISSINGHAM,David
QLD,Pauline Hanson's One Nation,ANNING,Fraser
QLD,Marriage Equality,MORAN,William
QLD,Independent,POTTER,Josephine
QLD,Australian Progressives,McCORMACK,Jo
QLD,Independent,VUGA,Kim
QLD,Katter's Australian Party,WALTON,Rowell
QLD,Liberal National Party of Queensland,McGRATH,James
QLD,Australian Sex Party,PATTEN,Kirsty
QLD,Derryn Hinch's Justice Party,COTTER,Deb
QLD,The Greens,PENNINGS,Ben
QLD,Liberal Democrats,BUCKLEY,Gabe
QLD,"Shooters, Fishers and Farmers",TURNER,Michael
QLD,Drug Law Reform,SMITH,Lorraine
QLD,Sustainable Australia,ROLES,John
QLD,Independent,BEATTIE,Greg
QLD,Australian Cyclists Party,COX,Chris
QLD,Mature Australia,SNELL,Terry
QLD,Australian Liberty Alliance,GAYNOR,Bernard William
QLD,Nick Xenophon Team,CROW,Daniel
QLD,VOTEFLUX.ORG | Upgrade Democracy!,GARDNER,Mark
QLD,Liberal National Party of Queensland,BRANDIS,George
QLD,Pirate Party Australia,PURSEHOUSE,Isaac
QLD,Christian Democratic Party (Fred Nile Group),SWEERIS-SIGRIST,Ludy Charles
QLD,The Greens,WORRINGHAM,Charles
QLD,Australian Labor Party,KETTER,Chris
QLD,Health Australia Party,WOODFORTH,Jason
QLD,Independent,MOORE,Tony R.
QLD,Glenn Lazarus Team,LAZARUS,Glenn
QLD,Palmer United Party,GUNNIS,Craig
QLD,The Greens,ANDERSON,Meg
QLD,Marijuana (HEMP) Party,HOWES,Therese
QLD,Secular Party of Australia,CLARK,Scott
QLD,Australian Labor Party,MOORE,Claire
QLD,Independent,HARRIS,Zoemaree
QLD,"Shooters, Fishers and Farmers",GEE,Michael Anthony
QLD,Australian Sex Party,BRISTOW,Robin
QLD,Liberal National Party of Queensland,RYAN,Dan
QLD,Secular Party of Australia,BELL,Trevor
QLD,Australian Liberty Alliance,BIGGS,Alan
QLD,Independent,KAFF,Michael
QLD,Australian Cyclists Party,RE,Edward
QLD,Independent,STEVENSON,Paul Joseph
QLD,Christian Democratic Party (Fred Nile Group),SOLOMON,Wayne
QLD,Glenn Lazarus Team,LOURIGAN,Annette
QLD,Independent,PEAD,Gary James
QLD,Independent,JORGENSEN,Terry
QLD,,TANGUILIG,Val
QLD,Pauline Hanson's One Nation,SMITH,Judy
QLD,The Greens,SKINNER,Rainee
SA,Liberal,BIRMINGHAM,Simon
SA,"Shooters, Fishers and Farmers",HAHN,John
SA,Australian Progressives,PAZESKI-NIKOLOSKI,Sasha
SA,Voluntary Euthanasia Party,BUCKLEY,Kym
SA,Palmer United Party,FILINGERI,Carlo
SA,Australian Progressives,PRIDDEY,Jaz
SA,Liberal,BERNARDI,Cory
SA,Family First,GICHUHI,Lucy
SA,Nick Xenophon Team,KAKOSCHKE-MOORE,Skye
SA,Nick Xenophon Team,STORER,Tim
SA,"Shooters, Fishers and Farmers",CARTER,Nick
SA,Mature Australia,BOTHE,Darryl
SA,Marriage Equality,TUAZON-McCHEYNE,Adrian
SA,Liberal,EDWARDS,Sean
SA,Australian Motoring Enthusiast Party,KUERSCHNER,Judith
SA,Australian Labor Party,McEWEN,Anne
SA,Australian Labor Party,WONG,Penny
SA,Animal Justice Party,NOBLE,Tania
SA,The Greens,SIMMS,Robert
SA,Marijuana (HEMP) Party,PARKER,Ryan Douglas
SA,Australian Liberty Alliance,HORWOOD,Andrew
SA,Family First,DAY,Bob
SA,Australian Motoring Enthusiast Party,GREEN,Nathan
SA,Independent,DAVEY,Malcolm Lloyd
SA,Australian Liberty Alliance,MARSH,Wanda Lee
SA,VOTEFLUX.ORG | Upgrade Democracy!,BAKER,Jeff
SA,Pauline Hanson's One Nation,BURGESS,Steven David
SA,Australian Cyclists Party,HARKER-SMITH,Angus
SA,Palmer United Party,REES,Kristian
SA,Nick Xenophon Team,XENOPHON,Nick
SA,Liberal Democrats,SADRI,Roostam
SA,Antipaedophile Party,WATERS,Ron
SA,Voluntary Euthanasia Party,KNIGHT,Jessica
SA,Citizens Electoral Council,KOZLOW,Alex
SA,Derryn Hinch's Justice Party,THOMAS,Colin
SA,Independent,RICHARDS,Adam
SA,Australian Labor Party,GALLACHER,Alex
SA,The Greens,DE KOK,Harriet
SA,The Greens,MOATE,Jody
SA,Animal Justice Party,BREAGAN,Emma
SA,Australian Cyclists Party,BILSON-THOMPSON,Sundance
SA,Liberal,LIDDLE,Kerrynne
SA,Independent,COCHRANE,Christopher Mark
SA,Independent,SADDLER,Dave
SA,Mature Australia,DENNY,Lyndal
SA,Nick Xenophon Team,GRIFF,Stirling
SA,Pauline Hanson's One Nation,NICOLIS,Angelina
SA,Marriage Equality,BOND,Alex
SA,Liberal,FAWCETT,David
SA,The Greens,HANSON-YOUNG,Sarah
SA,Christian Democratic Party (Fred Nile Group),ATTIA,Matt
SA,Australian Sex Party,SAUNDERS,Margaret
SA,Australian Labor Party,GALLACHER,Bronwyn
SA,The Arts Party,CRAWFORD,Terence Michael
SA,Citizens Electoral Council,SIEBERT,Paul
SA,Liberal,RUSTON,Anne
SA,Derryn Hinch's Justice Party,GROSSER,Lynn-Marie
SA,Australian Labor Party,FARRELL,Don
SA,Christian Democratic Party (Fred Nile Group),STEPHEN,Joseph Kelton
SA,VOTEFLUX.ORG | Upgrade Democracy!,BIRD,Adam Anthony
SA,Independent,ALI,Mohammad
SA,Australian Labor Party,ALLISON,Michael
SA,The Arts Party,SANDERS,Charles Andrew Laurence
SA,Liberal Democrats,NOACK,Michael
State,PartyName,Surname,GivenName
TAS,Australian Labor Party,BROWN,Carol
TAS,The Arts Party,O'HARA,Scott
TAS,Liberal,DUNIAM,Jonathon
TAS,VOTEFLUX.ORG | Upgrade Democracy!,KAYE,Max
TAS,Independent,MARSKELL,Kaye
TAS,Nick Xenophon Team,COHEN,Nicky
TAS,Family First,ROBERTS,Andrew
TAS,Australian Labor Party,SHORT,John
TAS,Citizens Electoral Council,THORNTON,Meg
TAS,Derryn Hinch's Justice Party,CASS,Suzanne
TAS,Jacqui Lambie Network,LAMBIE,Jacqui
TAS,Citizens Electoral Council,KUCINA,Steve
TAS,"Shooters, Fishers and Farmers",ALLEN,Matthew
TAS,Australian Labor Party,POLLEY,Helen
TAS,Palmer United Party,MORGAN,Kevin
TAS,Australian Liberty Alliance,HORWOOD,Susan
TAS,Pauline Hanson's One Nation,McCULLOCH,Kate
TAS,The Greens,WHISH-WILSON,Peter
TAS,Derryn Hinch's Justice Party,BAKER,Daniel
TAS,Liberal Democrats,ALSTON,Ian
TAS,Liberal,COLBECK,Richard
TAS,Palmer United Party,STRINGER,Justin Leigh
TAS,Liberal,TUCKER,John
TAS,Renewable Energy Party,MANSON,Rob
TAS,Liberal,BUSHBY,David
TAS,Christian Democratic Party (Fred Nile Group),GORA,Mishka
TAS,Liberal,ABETZ,Eric
TAS,The Greens,McKIM,Nick
TAS,Australian Labor Party,URQUHART,Anne
TAS,Science Party,CHOI,Jin-oh
TAS,VOTEFLUX.ORG | Upgrade Democracy!,POULTON,Adam
TAS,Palmer United Party,VON STIEGLITZ,Quentin
TAS,Australian Liberty Alliance,ROBINSON,Tony
TAS,Liberal Democrats,MEAD,Clinton
TAS,Australian Labor Party,BILYK,Catryna
TAS,Animal Justice Party,BAKER,Alison
TAS,Family First,MADDEN,Peter
TAS,Renewable Energy Party,JOYCE,Sharon
TAS,Jacqui Lambie Network,WATERMAN,Rob
TAS,Liberal,PARRY,Stephen
TAS,The Arts Party,VOLTA,JoAnne
TAS,Antipaedophile Party,CRAWFORD,David
TAS,"Shooters, Fishers and Farmers",MIDSON,Ricky
TAS,Christian Democratic Party (Fred Nile Group),NERO-NILE,Silvana
TAS,Science Party,WILLINK,Hans
TAS,Mature Australia,TEMBY,Richard
TAS,Jacqui Lambie Network,MARTIN,Steve
TAS,The Greens,REYNOLDS,Anna
TAS,Australian Sex Party,COLLINS,Francesca
TAS,Pauline Hanson's One Nation,MANZI,Natasia
TAS,Australian Recreational Fishers Party,HARKINS,Kevin
TAS,Independent,LANE,George
TAS,Independent,RUSSELL,Grant
TAS,Australian Labor Party,SINGH,Lisa
TAS,Australian Recreational Fishers Party,EVANS,Carmen
TAS,Animal Justice Party,BEVIS,Karen
TAS,Nick Xenophon Team,HOULT,Michelle
TAS,Marijuana (HEMP) Party,OWEN,Matt
VIC,Family First Party,GREEN,Randell
VIC,Independent,RYAN,Chris
VIC,Independent,NYE,Trevor William
VIC,Voluntary Euthanasia Party,JONES,Miranda
VIC,Independent,SHMUEL,Immanuel
VIC,Australian Country Party,KERR,Garry
VIC,Liberal,PATERSON,James
VIC,Christian Democratic Party (Fred Nile Group),BOTROS,Stephanie
VIC,Independent,LUTZ,Geoff
VIC,Liberal,FIFIELD,Mitch
VIC,The Nationals,TRELOAR,Rebecca
VIC,The Greens,SEARLE,James
VIC,Australian Christians,OKUMU,Anne
VIC,The Greens,MINIFIE,Tasma
VIC,Animal Justice Party,POON,Bruce
VIC,Independent,KARAGIANNIDIS,John
VIC,Australian Country Party,LARKIN,Phil
VIC,Australian Liberty Alliance,NICHOLLS,Kenneth
VIC,VOTEFLUX.ORG | Upgrade Democracy!,LEHRER,Danielle
VIC,Independent,MULL,Allan
VIC,Pauline Hanson's One Nation,CAMERON,Ian John
VIC,DLP Democratic Labour,FREEMAN,Michael
VIC,Liberal,HUME,Jane
VIC,Jacqui Lambie Network,DOLAN,Hugh
VIC,Derryn Hinch's Justice Party,HINCH,Derryn
VIC,Australian Labor Party,CARR,Kim
VIC,The Arts Party,HENSON,Jamie Christopher
VIC,Jacqui Lambie Network,TIMSON,Matt
VIC,VOTEFLUX.ORG | Upgrade Democracy!,MILNE,Stuart James
VIC,Drug Law Reform,SHERMAN,John
VIC,Australian Labor Party,MARSHALL,Gavin
VIC,Renewable Energy Party,ASKEY,Graham
VIC,Australian Sex Party,MULCAHY,Amy
VIC,Independent,HAWKS,Peter John
VIC,Australian Progressives,KNIGHT,David
VIC,Australian Christians,ARAPOGLOU,Eleni
VIC,Rise Up Australia Party,CRESTANI,Rosalie
VIC,Drug Law Reform,CHIPP,Greg
VIC,Derryn Hinch's Justice Party,GRIMLEY,Stuart
VIC,Family First Party,BAIN,Peter Timothy
VIC,Liberal Democrats,LIMBRICK,David
VIC,Liberal Democrats,SPENDER,Duncan
VIC,The Nationals,McKENZIE,Bridget
VIC,Citizens Electoral Council,PEUT,Gabrielle
VIC,Australian Labor Party,KENT,Steve
VIC,The Arts Party,GODDE,Rose
VIC,Socialist Equality Party,BYRNE,Peter
VIC,Sustainable Australia,NICHOLLS,Georgia
VIC,The Arts Party,ANDREW,Maureen J
VIC,Health Australia Party,GOLDEN,Isaac
VIC,Sustainable Australia,ARMSTRONG,Steven
VIC,The Greens,MAGUIRE-ROSIER,Josephine
VIC,Australian Sex Party,DOIG,Meredith
VIC,Australian Motoring Enthusiast Party,MACKLEY,Aaron
VIC,Christian Democratic Party (Fred Nile Group),HANNA,May
VIC,Nick Xenophon Team,LEE,Justin
VIC,Australian Progressives,GILMORE,Josh
VIC,Palmer United Party,THOOLEN,Catriona Cecilia
VIC,Voluntary Euthanasia Party,SCANLON,David James
VIC,DLP Democratic Labour,VEREKER,Stephen
VIC,Independent,ARASU,Karthik
VIC,Rise Up Australia Party,NALLIAH,Daniel
VIC,,COLLYER,David
VIC,The Greens,COLEMAN,Misha
VIC,The Greens,KLEIN,Elise
VIC,Australian Labor Party,CONROY,Stephen Michael
VIC,Marriage Equality,TOMLINS,Jacqueline
VIC,Australian Christians,JANSON,Vickie
VIC,Health Australia Party,BREAKWELL,Kathryn
VIC,Animal Justice Party,EDGECOMBE,Jacqueline
VIC,Pirate Party,BURLEIGH,Richard
VIC,The Greens,RICE,Janet
VIC,Pirate Party,SIMPSON,Lachlan
VIC,The Greens,READ,Rose
VIC,Citizens Electoral Council,ISHERWOOD,Craig
VIC,Socialist Alliance,CHELLIAH,Lalitha
VIC,Family First Party,MANNERS,Craig
VIC,Liberal,OKOTEL,Karina
VIC,,MITCHELL-COOK,Wanda
VIC,Marriage Equality,TUAZON-McCHEYNE,Jason
VIC,Socialist Alliance,GOODEN,Tim
VIC,Independent,SPASOJEVIC,Dana
VIC,The Greens,ALDEN,Jennifer
VIC,Australian Labor Party,PERSSE,Louise
VIC,Mature Australia,McCARTHY,Graham
VIC,"Shooters, Fishers and Farmers",WILSON,Jake
VIC,MFP,MADIGAN,John
VIC,Independent,FLOYD,Glenn
VIC,Australian Labor Party,COLLINS,Jacinta
VIC,"Shooters, Fishers and Farmers",CONSTANTINOU,Ethan
VIC,Liberal,RYAN,Scott
VIC,The Greens,SEKHON,Gurm
VIC,Australian Liberty Alliance,JONES,Daniel
VIC,Pauline Hanson's One Nation,ROYLANCE,Simon Peter
VIC,The Greens,CAMERON,Judy
VIC,Australian Labor Party,TARCZON,Les
VIC,Australian Motoring Enthusiast Party,MUIR,Ricky
VIC,Independent,VADARLIS,Eric
VIC,Mature Australia,RIDGE,Roy
VIC,The Greens,CRABB,Anna
VIC,Australian Cyclists Party,DOW,Nik
VIC,Independent,JUHASZ,Stephen
VIC,MFP,GEORGE,Mark
VIC,Independent,DICKENSON,Mark Francis
VIC,Nick Xenophon Team,HALPERN,Naomi
VIC,Independent,BESLIS,Christopher
VIC,Independent,URIE,Meredith
VIC,Secular Party of Australia,CARR,Alice
VIC,Renewable Energy Party,WILSON,Gray
VIC,Australian Labor Party,YANG,Chien-Hui
VIC,Science Party,JAMES,Luke
VIC,Socialist Equality Party,SINNEMA,Chris
VIC,Secular Party of Australia,PERKINS,John
VIC,Independent,HALL,Dennis
VIC,The Greens,DI NATALE,Richard
VIC,Palmer United Party,HICKEY,Cameron
WA,Australian Labor Party,BOWERS,Susan
WA,The Greens (WA),BALDOCK,Michael
WA,The Arts Party,BURATTI,Robert
WA,Australian Labor Party,STERLE,Glenn
WA,The Greens (WA),JENKINSON,Samantha
WA,Citizens Electoral Council,ROBINSON,Jean
WA,Animal Justice Party,SUTTON,Alicia
WA,"Shooters, Fishers and Farmers",SKERRITT,Andrew
WA,Independent,MATHESON,Julie
WA,Rise Up Australia Party,HARDWICK,Anthony
WA,Nick Xenophon Team,BOLTON,Luke
WA,Australia First Party,McREA,Brian
WA,Independent,JONES,Kai
WA,Mature Australia,BRADSHAW,Patti
WA,,PAULL,Stuey
WA,Australian Cyclists Party,HOWARD,Christopher John
WA,Democratic Labour Party (DLP),BOVE,Fernando
WA,The Greens (WA),STEELE-JOHN,Jordon
WA,Derryn Hinch's Justice Party,HIGGINS,Rachael
WA,Socialist Alliance,EMANUEL,Kamala
WA,Nick Xenophon Team,BOVELL,Michael
WA,Australian Liberty Alliance,ROBINSON,Debbie
WA,Citizens Electoral Council,SUDHOLZ,Judy
WA,Australian Christians,YOUNG,Jacky
WA,Liberal,CASH,Michaelia
WA,Australian Cyclists Party,MAH,Peter
WA,Christian Democratic Party (Fred Nile Group),IMISIDES,Mark David
WA,,MORRIS,Gary J
